매출,기준_년_코드,상권_구분_코드_명,상권_코드,상권_코드_명,시간대1,시간대2,시간대3,시간대4,시간대5,분기_1,분기_2,분기_3,총 상주인구 수,총 가구 수,총_직장인구_수,시간대_생활인구_수,관공서_수,은행_수,백화점_수,숙박_시설_수,area,시간대_버스_승하차승객수,시간대_지하철_승하차승객수,지하철역_수,평일_생활인구_평균,주말_생활인구_평균,상권내_총_아파트_세대_수,배후지_총_아파트_세대_수,면적당_버스정류장_수,면적당_점포_수,면적당_집객시설_수,직장인구/상주인구
176707.4193,2021,골목상권,2110999,윗방죽마을공원,1,0,0,0,0,0,0,1,3177,2401,268,16370,0,1,0,0,239796,2180,0,0,10139.2,10012.0,17,2865.431383289093,0.20851056731555154,0.29191479424177214,0.4170211346311031,0.08435631098520617
0.0,2021,골목상권,2111000,대왕초등학교(세곡동사거리서남측),1,0,0,0,0,0,0,1,444,201,39,495,0,0,0,0,52892,348,0,0,4746.4,3568.5,0,2865.6722109629454,0.18906450881040612,0.5671935264312183,0.5671935264312183,0.08783783783783784
0.0,2021,골목상권,2111002,한국교통안전공단 강남자동차검사소,1,0,0,0,0,0,0,1,317,0,317,0,0,0,0,0,59240,578,0,0,67.8,72.0,0,2866.458442139572,0.16880486158001348,0.5064145847400405,0.8440243079000675,1.0
113636.6739,2021,골목상권,2110949,한남IC,1,0,0,0,0,0,0,0,564,281,1683,65522,0,0,0,0,62126,0,0,0,52577.2,45291.5,96,2866.458442139572,0.0,1.2877056304928693,0.482889611434826,2.984042553191489
69880.38406,2021,골목상권,2110951,신사은행나무공원,1,0,0,0,0,0,0,0,979,574,273,121288,0,0,0,0,29000,0,0,0,77612.6,64800.0,177,2866.658466419646,0.0,1.0344827586206897,0.3448275862068966,0.278855975485189
148228.4457,2021,골목상권,2110952,논현목련공원,1,0,0,0,0,0,0,0,868,571,117,59219,0,0,0,0,21629,0,0,0,28554.4,28041.5,258,2867.3791388194886,0.0,1.387026677146424,0.9246844514309492,0.1347926267281106
241447.4513,2021,골목상권,2110955,논현초등학교,1,0,0,0,0,0,0,0,7089,4515,3430,756514,0,0,0,0,190912,0,0,0,427336.4,403601.0,2138,2867.579545607531,0.0,1.4142641635936974,0.6285618504860878,0.4838482155452109
174486.2065,2021,골목상권,2110957,언북중학교,1,0,0,0,0,0,0,0,1761,1088,1251,184397,0,0,0,0,94815,0,0,0,156006.0,101182.0,532,2866.4289762455073,0.0,0.6328112640404999,0.7382798080472499,0.7103918228279387
92908.12319,2021,골목상권,2110958,역삼역 4번,1,0,0,0,0,0,0,0,861,544,994,48296,0,0,0,0,73119,0,0,0,59019.2,36070.5,280,2867.0905587034404,0.0,0.4102900750830838,0.5470534334441116,1.1544715447154472
29233.29348,2021,골목상권,2110959,신구중학교,1,0,0,0,0,0,0,0,361,170,271,8551,0,0,0,0,35959,0,0,0,11387.4,9234.5,82,2867.61448498458,0.0,0.8342834895297423,0.8342834895297423,0.7506925207756233
103618.8297,2021,골목상권,2110960,은광여고,1,0,0,0,0,0,0,0,727,422,1522,22045,0,0,0,0,25543,0,0,0,14155.0,12555.5,239,2868.480963790141,0.0,1.1744900755588614,1.1744900755588614,2.09353507565337
135387.5797,2021,골목상권,2110961,언주역 3번,1,0,0,0,0,0,0,0,2163,1335,962,140730,1,0,0,0,63031,0,0,0,115419.4,82579.5,684,2868.7678275058825,0.0,0.9519125509669845,0.15865209182783077,0.44475265834489136
7524.73913,2021,골목상권,2110963,역삼월드메르디앙아파트,1,0,0,0,0,0,0,0,1684,860,780,100896,0,0,0,1,40391,0,0,0,56242.2,48271.5,596,2868.4727580532467,0.0,0.24757990641479538,0.24757990641479538,0.46318289786223277
107156.1486,2021,골목상권,2110965,언주역 6번,1,0,0,0,0,0,0,0,2245,1500,1139,160599,0,0,0,2,65107,0,0,0,126333.8,100774.5,706,2868.1796432871706,0.0,0.9215598937134256,0.30718663123780854,0.5073496659242762
62951.03804,2021,골목상권,2110966,논현2동주민센터,1,0,0,0,0,0,0,0,2864,1577,1637,307270,0,0,0,0,93544,0,0,0,275873.0,201517.5,842,2868.118230592234,0.0,0.641409390233473,0.5345078251945609,0.5715782122905028
206085.8297,2021,골목상권,2110967,역삼역 8번,1,0,0,0,0,0,0,0,1279,864,377,134825,0,0,0,0,68671,0,0,0,99838.6,74687.0,404,2868.271167123431,0.0,1.310596904078869,0.43686563469295625,0.2947615324472244
429025.3345,2021,골목상권,2110971,선정릉역 4번,1,0,0,0,0,0,0,0,3870,2549,1542,167970,0,1,0,0,133221,0,0,0,99491.8,83629.0,1728,2868.4254135576325,0.0,0.675569167023217,0.07506324078035745,0.3984496124031008
18017.80072,2021,골목상권,2110972,강남세브란스병원미래의학연구센터,1,0,0,0,0,0,0,0,1921,1003,2628,84955,0,0,0,0,46603,0,0,0,46327.8,40573.0,634,2867.705606915986,0.0,0.6437353818423708,0.42915692122824706,1.3680374804789173
115814.6341,2021,골목상권,2110974,언주중학교,1,0,0,0,0,0,0,0,1513,796,292,170724,0,0,0,0,35150,0,0,0,97252.0,86325.0,572,2867.3764443098025,0.0,1.7069701280227596,0.5689900426742532,0.19299405155320556
95596.32971,2021,골목상권,2110975,매봉역 1번,1,0,0,0,0,0,0,0,890,353,10837,57742,0,0,0,0,52363,3222,6810,1,46040.0,40050.0,250,2867.094506812632,0.3819490861868113,1.1458472585604338,2.2916945171208676,12.176404494382023
21547.30797,2021,골목상권,2110976,언북초등학교,1,0,0,0,0,0,0,0,2022,1080,578,165622,1,0,0,0,55724,0,0,0,98131.6,92052.5,528,2867.4360500227745,0.0,1.076735338453808,0.3589117794846027,0.2858555885262117
37744.5,2021,골목상권,2110977,논현로18길,1,0,0,0,0,0,0,0,691,340,148,37921,0,0,0,0,17287,0,0,0,23469.0,20053.5,126,2867.4179511652846,0.0,5.206224330421704,0.0,0.2141823444283647
45188.85507,2021,골목상권,2110980,개포지구대옆,1,0,0,0,0,0,0,0,2629,1125,663,163107,0,0,0,0,85827,0,0,0,87770.4,79146.5,697,2867.7180832596614,0.0,0.3495403544339194,0.11651345147797314,0.2521871434005325
111753.8756,2021,골목상권,2110981,국악고교사거리,1,0,0,0,0,0,0,0,2118,907,361,98681,0,0,0,0,67409,0,0,0,60837.8,56225.5,608,2867.9410654296908,0.14834814342298508,1.3351332908068656,0.29669628684597016,0.1704438149197356
58735.81884,2021,골목상권,2110982,강남구보훈회관,1,0,0,0,0,0,0,0,827,406,166,48233,0,0,0,0,19865,0,0,0,24412.0,25074.5,206,2867.7358062130015,0.0,1.5101938082053863,0.5033979360684622,0.2007255139056832
42194.92754,2021,골목상권,2110983,국립국악고등학교,1,0,0,0,0,0,0,0,2703,1231,783,116603,1,0,0,0,56041,88,0,0,61671.2,60118.0,626,2867.196020507233,0.17844078442568834,0.535322353277065,0.535322353277065,0.28967813540510545
141071.2127,2021,골목상권,2110984,포이초등학교(개포목련어린이공원),1,0,0,0,0,0,0,0,4267,1912,1556,398559,0,0,0,0,137097,212,0,0,155329.0,154020.5,1094,2867.384718480023,0.07294105633237781,0.5105873943266447,0.729410563323778,0.36465901101476444
128066.4275,2021,골목상권,2110985,청담근린공원,1,0,0,0,0,0,0,0,956,480,1338,32833,0,0,0,0,43265,0,0,0,30440.8,27609.5,246,2867.4447038221424,0.0,0.6934011325551832,0.23113371085172774,1.399581589958159
80563.70169,2021,골목상권,2110989,대치동아우편취급국,1,0,0,0,0,0,0,0,1588,904,444,153331,1,0,0,0,40587,0,0,0,107192.2,85297.5,687,2867.7494170351965,0.0,2.2174587922241114,0.24638431024712346,0.2795969773299748
77701.6099,2021,골목상권,2110992,도곡초등학교,1,0,0,0,0,0,0,0,7894,3681,2179,530208,3,0,0,0,138866,0,0,0,272536.4,302983.5,1970,2867.0841695973213,0.0,1.2962136160039175,0.21603560266731958,0.27603242969343805
50746.92935,2021,골목상권,2110994,개포고등학교,1,0,0,0,0,0,0,0,1777,797,494,112481,1,0,0,0,61589,0,0,0,63553.4,59036.5,360,2865.681213290548,0.0,0.9741999383006705,2.922599814902012,0.2779966235227912
38812.31522,2021,골목상권,2110995,봉은사역 4번,1,0,0,0,0,0,0,0,2802,1097,5085,144214,0,0,0,0,122756,0,0,0,74365.2,72742.5,893,2866.176303117424,0.0814624132425299,0.2443872397275897,0.4073120662126494,1.8147751605995717
31588.30797,2021,골목상권,2110996,대치2동주민센터,1,0,0,0,0,0,0,0,1430,682,1959,175669,2,0,0,0,112840,1,0,0,109460.6,110594.5,240,2866.01725712786,0.08862105636299185,0.26586316908897556,0.7089684509039348,1.3699300699300698
186716.9886,2021,골목상권,2110997,대청초등학교,1,0,0,0,0,0,0,0,7187,3441,1724,553589,1,0,0,0,236963,9437,0,0,307157.0,294304.5,982,2865.4302264910207,0.4220068111899326,0.8862143034988584,1.8990306503546965,0.23987755669959648
172713.8859,2021,골목상권,2110999,윗방죽마을공원,1,0,0,0,0,0,0,0,3177,2401,268,16068,0,1,0,0,239796,3430,0,0,9611.0,9321.5,17,2864.78437282525,0.20851056731555154,0.2502126807786619,0.4170211346311031,0.08435631098520617
0.0,2021,골목상권,2111000,대왕초등학교(세곡동사거리서남측),1,0,0,0,0,0,0,0,444,201,39,399,0,0,0,0,52892,472,0,0,3500.4,2519.5,0,2865.0248316423776,0.18906450881040612,0.5671935264312183,0.5671935264312183,0.08783783783783784
0.0,2021,골목상권,2111002,한국교통안전공단 강남자동차검사소,1,0,0,0,0,0,0,0,317,0,317,0,0,0,0,0,59240,555,0,0,178.8,130.5,0,2865.8104672184645,0.16880486158001348,0.5064145847400405,0.8440243079000675,1.0
54146.24074,2022,골목상권,2110963,역삼월드메르디앙아파트,1,0,0,0,0,1,0,0,1684,860,780,104561,0,0,0,1,40391,0,0,0,57959.0,50777.0,596,2865.810467218465,0.0,0.7427397192443861,0.24757990641479538,0.46318289786223277
52301.82963,2022,골목상권,2110983,국립국악고등학교,1,0,0,0,0,1,0,0,2703,1231,783,114959,1,0,0,0,56041,50,0,0,62890.2,61365.5,626,2865.516368575283,0.17844078442568834,0.535322353277065,0.535322353277065,0.28967813540510545
35206.96667,2022,골목상권,2110995,봉은사역 4번,1,0,0,0,0,1,0,0,2802,1097,5085,135409,0,0,0,0,122756,0,0,0,71562.2,68493.5,893,2865.704290655256,0.0814624132425299,0.2443872397275897,0.4073120662126494,1.8147751605995717
112991.8889,2022,골목상권,2110958,역삼역 4번,1,0,0,0,0,1,0,0,861,544,994,48524,0,0,0,0,73119,0,0,0,58208.4,36094.0,280,2865.545114696226,0.0,0.4102900750830838,0.5470534334441116,1.1544715447154472
365363.3741,2022,골목상권,2110999,윗방죽마을공원,1,0,0,0,0,1,0,0,3177,2401,268,16137,0,1,0,0,239796,2579,0,0,9660.6,9407.0,17,2866.0681816043225,0.16680845385244125,0.12510634038933094,0.4170211346311031,0.08435631098520617
282766.4815,2022,골목상권,2110957,언북중학교,1,0,0,0,0,1,0,0,1761,1088,1251,178791,0,0,0,0,94815,0,0,0,148880.2,99452.0,532,2866.3090737063176,0.0,0.31640563202024996,0.7382798080472499,0.7103918228279387
178108.7194,2022,골목상권,2110961,언주역 3번,1,0,0,0,0,1,0,0,2163,1335,962,172139,1,0,0,0,63031,0,0,0,129215.0,96803.0,684,2866.9703316272917,0.0,0.6346083673113231,0.15865209182783077,0.44475265834489136
104369.8889,2022,골목상권,2110985,청담근린공원,1,0,0,0,0,1,0,0,956,480,1338,29415,0,0,0,0,43265,0,0,0,29226.4,25309.0,246,2866.6746382434167,0.0,0.6934011325551832,0.23113371085172774,1.399581589958159
384573.7,2022,골목상권,2110971,선정릉역 4번,1,0,0,0,0,1,0,0,3870,2549,1542,171580,0,1,0,0,133221,0,0,0,100296.4,85595.5,1728,2866.978905119763,0.0,0.5254426854625022,0.07506324078035745,0.3984496124031008
103462.3778,2022,골목상권,2110965,언주역 6번,1,0,0,0,0,1,0,0,2245,1500,1139,162835,0,0,0,2,65107,0,0,0,125838.2,100572.0,706,2866.2587966916567,0.0,0.9215598937134256,0.30718663123780854,0.5073496659242762
248229.963,2022,골목상권,2110949,한남IC,1,0,0,0,0,1,0,0,564,281,1683,66550,0,0,0,0,62126,0,0,0,51430.2,45089.5,96,2866.196611806562,0.0,0.482889611434826,0.482889611434826,2.984042553191489
44581.11111,2022,골목상권,2110980,개포지구대옆,1,0,0,0,0,1,0,0,2629,1125,663,170254,0,0,0,0,85827,0,0,0,91293.0,83717.0,697,2866.396444286547,0.0,0.3495403544339194,0.11651345147797314,0.2521871434005325
440925.253,2022,골목상권,2110955,논현초등학교,1,0,0,0,0,1,0,0,7089,4515,3430,768846,0,0,0,0,190912,0,0,0,433774.8,410537.0,2138,2866.618785002614,0.0,0.6809420046932618,0.6285618504860878,0.4838482155452109
241767.9139,2022,골목상권,2110981,국악고교사거리,1,0,0,0,0,1,0,0,2118,907,361,101071,0,0,0,0,67409,0,0,0,61618.0,57653.5,608,2865.468294464824,0.0,0.5933925736919403,0.29669628684597016,0.1704438149197356
96787.36296,2022,골목상권,2110977,논현로18길,1,0,0,0,0,1,0,0,691,340,148,36628,0,0,0,0,17287,0,0,0,23043.0,19855.5,126,2865.2620935904324,0.0,1.735408110140568,0.0,0.2141823444283647
164578.5014,2022,골목상권,2110992,도곡초등학교,1,0,0,0,0,1,0,0,7894,3681,2179,515920,3,0,0,0,138866,0,0,0,281739.0,310090.5,1970,2865.561205755545,0.0,0.5760949404461855,0.21603560266731958,0.27603242969343805
74954.06667,2022,골목상권,2110960,은광여고,1,0,0,0,0,1,0,0,727,422,1522,22094,0,0,0,0,25543,0,0,0,13817.2,12843.5,239,2864.1581996117557,0.0,1.1744900755588614,1.1744900755588614,2.09353507565337
130229.3926,2022,골목상권,2110952,논현목련공원,1,0,0,0,0,1,0,0,868,571,117,60006,0,0,0,0,21629,0,0,0,29189.4,29033.5,258,2864.4431490301995,0.0,1.387026677146424,0.9246844514309492,0.1347926267281106
0.0,2022,골목상권,2111002,한국교통안전공단 강남자동차검사소,1,0,0,0,0,1,0,0,317,0,317,0,0,0,0,0,59240,415,0,0,478.8,414.0,0,2864.6422533279692,0.16880486158001348,0.5064145847400405,0.8440243079000675,1.0
47285.15185,2022,골목상권,2110982,강남구보훈회관,1,0,0,0,0,1,0,0,827,406,166,62333,0,0,0,0,19865,0,0,0,30308.4,31289.0,206,2864.6422533279692,0.0,1.5101938082053863,0.5033979360684622,0.2007255139056832
35806.79259,2022,골목상권,2110972,강남세브란스병원미래의학연구센터,1,0,0,0,0,1,0,0,1921,1003,2628,87406,0,0,0,0,46603,0,0,0,46917.8,42449.0,634,2864.1016315983416,0.0,0.6437353818423708,0.42915692122824706,1.3680374804789173
330779.1756,2022,골목상권,2110997,대청초등학교,1,0,0,0,0,1,0,0,7187,3441,1724,553853,1,0,0,0,236963,6123,0,0,307220.0,299068.0,982,2863.7712462233308,0.3798061300709394,0.4220068111899326,1.8990306503546965,0.23987755669959648
76291.27222,2022,골목상권,2110975,매봉역 1번,1,0,0,0,0,1,0,0,890,353,10837,56567,0,0,0,0,52363,2167,6100,1,43997.2,39542.0,250,2863.1252400988906,0.19097454309340564,1.1458472585604338,2.2916945171208676,12.176404494382023
68813.93704,2022,골목상권,2110951,신사은행나무공원,1,0,0,0,0,1,0,0,979,574,273,111524,0,0,0,0,29000,0,0,0,71785.2,59790.5,177,2863.464852070704,0.0,1.0344827586206897,0.3448275862068966,0.278855975485189
139761.0083,2022,골목상권,2110989,대치동아우편취급국,1,0,0,0,0,1,0,0,1588,904,444,132442,1,0,0,0,40587,0,0,0,95933.2,76301.0,687,2864.1836004526344,0.0,0.9855372409884938,0.24638431024712346,0.2795969773299748
63051.51111,2022,골목상권,2110994,개포고등학교,1,0,0,0,0,1,0,0,1777,797,494,116047,1,0,0,0,61589,0,0,0,62578.6,60476.5,360,2863.5174251103567,0.0,0.48709996915033527,2.922599814902012,0.2779966235227912
87284.66481,2022,골목상권,2110974,언주중학교,1,0,0,0,0,1,0,0,1513,796,292,160387,0,0,0,0,35150,0,0,0,91851.6,81744.0,572,2864.011205693632,0.0,1.7069701280227596,0.5689900426742532,0.19299405155320556
157240.4286,2022,골목상권,2110984,포이초등학교(개포목련어린이공원),1,0,0,0,0,1,0,0,4267,1912,1556,405052,0,0,0,0,137097,232,0,0,158927.6,160715.5,1094,2863.728105322397,0.07294105633237781,0.5105873943266447,0.729410563323778,0.36465901101476444
45733.43704,2022,골목상권,2110976,언북초등학교,1,0,0,0,0,1,0,0,2022,1080,578,163741,1,0,0,0,55724,0,0,0,93960.2,90188.0,528,2863.7865229667814,0.0,0.538367669226904,0.3589117794846027,0.2858555885262117
49804.18889,2022,골목상권,2110959,신구중학교,1,0,0,0,0,1,0,0,361,170,271,5016,0,0,0,0,35959,0,0,0,7379.6,6219.0,82,2863.766924180134,0.0,0.8342834895297423,0.8342834895297423,0.7506925207756233
399331.9722,2022,골목상권,2110967,역삼역 8번,1,0,0,0,0,1,0,0,1279,864,377,136678,0,0,0,0,68671,0,0,0,98743.0,74827.0,404,2864.631086456672,0.0,0.5824875129239417,0.43686563469295625,0.2947615324472244
25173.72963,2022,골목상권,2110996,대치2동주민센터,1,0,0,0,0,1,0,0,1430,682,1959,173920,2,0,0,0,112840,0,0,0,118306.4,118729.5,240,2864.7836937984966,0.08862105636299185,0.26586316908897556,0.7089684509039348,1.3699300699300698
95056.52015,2022,골목상권,2110951,신사은행나무공원,1,0,0,0,0,0,1,0,979,574,273,118378,0,0,0,0,29000,0,0,0,81077.6,66540.5,177,2864.196638461759,0.0,1.0344827586206897,0.3448275862068966,0.278855975485189
28094.19414,2022,골목상권,2110996,대치2동주민센터,1,0,0,0,0,0,1,0,1430,682,1959,175239,2,0,0,0,112840,0,0,0,114859.2,118080.5,240,2864.9156906155417,0.08862105636299185,0.26586316908897556,0.7089684509039348,1.3699300699300698
81296.22344,2022,골목상권,2110963,역삼월드메르디앙아파트,1,0,0,0,0,0,1,0,1684,860,780,102064,0,0,0,1,40391,0,0,0,56863.4,48078.5,596,2864.328690072003,0.0,0.7427397192443861,0.24757990641479538,0.46318289786223277
105062.7839,2022,골목상권,2110974,언주중학교,1,0,0,0,0,0,1,0,1513,796,292,171587,0,0,0,0,35150,0,0,0,96402.8,83038.5,572,2864.034098411593,0.0,1.7069701280227596,0.5689900426742532,0.19299405155320556
180446.2276,2022,골목상권,2110984,포이초등학교(개포목련어린이공원),1,0,0,0,0,0,1,0,4267,1912,1556,398800,0,0,0,0,137097,480,0,0,158848.0,153832.0,1094,2863.751007543353,0.07294105633237781,0.5105873943266447,0.729410563323778,0.36465901101476444
23669.78022,2022,골목상권,2110972,강남세브란스병원미래의학연구센터,1,0,0,0,0,0,1,0,1921,1003,2628,85606,0,0,0,0,46603,0,0,0,47276.0,41062.5,634,2863.809434694679,0.0,0.6437353818423708,0.42915692122824706,1.3680374804789173
396130.7106,2022,골목상권,2110957,언북중학교,1,0,0,0,0,0,1,0,1761,1088,1251,182214,0,0,0,0,94815,0,0,0,160136.0,100033.0,532,2863.47892802581,0.0,0.31640563202024996,0.7382798080472499,0.7103918228279387
456415.9725,2022,골목상권,2110967,역삼역 8번,1,0,0,0,0,0,1,0,1279,864,377,142130,0,0,0,0,68671,0,0,0,106872.8,78545.0,404,2864.138736630221,0.0,0.5824875129239417,0.43686563469295625,0.2947615324472244
331811.4322,2022,골목상권,2110949,한남IC,1,0,0,0,0,0,1,0,564,281,1683,69118,0,0,0,0,62126,0,0,0,56551.8,50028.5,96,2864.2911395927076,0.0,0.482889611434826,0.482889611434826,2.984042553191489
212757.9011,2022,골목상권,2110961,언주역 3번,1,0,0,0,0,0,1,0,2163,1335,962,228557,1,0,0,0,63031,0,0,0,160544.2,121245.5,684,2864.490098139653,0.0,0.6346083673113231,0.15865209182783077,0.44475265834489136
35096.52015,2022,골목상권,2110995,봉은사역 4번,1,0,0,0,0,0,1,0,2802,1097,5085,138004,0,0,0,0,122756,0,0,0,72894.4,71857.0,893,2864.1934979313264,0.0814624132425299,0.2443872397275897,0.4073120662126494,1.8147751605995717
171854.4066,2022,골목상권,2110952,논현목련공원,1,0,0,0,0,0,1,0,868,571,117,53570,0,0,0,0,21629,0,0,0,26803.8,25753.5,258,2864.033760902655,0.0,1.387026677146424,0.9246844514309492,0.1347926267281106
63003.67033,2022,골목상권,2110976,언북초등학교,1,0,0,0,0,0,1,0,2022,1080,578,187906,1,0,0,0,55724,0,0,0,107213.8,102828.0,528,2864.232612609132,0.0,0.538367669226904,0.3589117794846027,0.2858555885262117
227912.261,2022,골목상권,2110965,언주역 6번,1,0,0,0,0,0,1,0,2245,1500,1139,162228,0,0,0,2,65107,0,0,0,130490.2,101426.5,706,2864.213198998758,0.0,0.6143732624756171,0.30718663123780854,0.5073496659242762
227215.6085,2022,골목상권,2110992,도곡초등학교,1,0,0,0,0,0,1,0,7894,3681,2179,514313,3,0,0,0,138866,0,0,0,263858.0,302590.0,1970,2864.150190779164,0.0,0.5760949404461855,0.21603560266731958,0.27603242969343805
112840.6886,2022,골목상권,2110960,은광여고,1,0,0,0,0,0,1,0,727,422,1522,21456,0,0,0,0,25543,0,0,0,15457.8,12725.5,239,2862.7471813108286,0.0,1.1744900755588614,1.1744900755588614,2.09353507565337
0.0,2022,골목상권,2111002,한국교통안전공단 강남자동차검사소,1,0,0,0,0,0,1,0,317,0,317,0,0,0,0,0,59240,781,0,0,353.4,304.5,0,2863.0314267161048,0.16880486158001348,0.5064145847400405,0.8440243079000675,1.0
478374.7143,2022,골목상권,2110999,윗방죽마을공원,1,0,0,0,0,0,1,0,3177,2401,268,16568,0,1,0,0,239796,4054,0,0,9668.4,9291.0,17,2863.0314267161048,0.16680845385244125,0.16680845385244125,0.4170211346311031,0.08435631098520617
136162.6117,2022,골목상권,2110985,청담근린공원,1,0,0,0,0,0,1,0,956,480,1338,29743,0,0,0,0,43265,0,0,0,27988.2,24675.0,246,2863.2708588433734,0.0,0.6934011325551832,0.23113371085172774,1.399581589958159
35409.94505,2022,골목상권,2110959,신구중학교,1,0,0,0,0,0,1,0,361,170,271,6573,0,0,0,0,35959,0,0,0,9135.6,7727.0,82,2863.5734608594903,0.0,0.8342834895297423,0.8342834895297423,0.7506925207756233
409266.7792,2022,골목상권,2110997,대청초등학교,1,0,0,0,0,0,1,0,7187,3441,1724,523065,1,0,0,0,236963,7816,0,0,282580.6,278253.5,982,2864.4371842872333,0.3798061300709394,0.46420749230892583,1.8990306503546965,0.23987755669959648
110479.1978,2022,골목상권,2110975,매봉역 1번,1,0,0,0,0,0,1,0,890,353,10837,65433,0,0,0,0,52363,3749,8182,1,51920.6,45958.0,250,2863.7917225379742,0.19097454309340564,1.1458472585604338,2.2916945171208676,12.176404494382023
192978.3352,2022,골목상권,2110989,대치동아우편취급국,1,0,0,0,0,0,1,0,1588,904,444,147907,1,0,0,0,40587,0,0,0,105235.0,82760.5,687,2864.1314701406873,0.0,0.9855372409884938,0.24638431024712346,0.2795969773299748
596860.1749,2022,골목상권,2110955,논현초등학교,1,0,0,0,0,0,1,0,7089,4515,3430,770960,0,0,0,0,190912,0,0,0,430978.2,400407.5,2138,2863.4655495888787,0.0,0.6285618504860878,0.6285618504860878,0.4838482155452109
88665.88278,2022,골목상권,2110958,역삼역 4번,1,0,0,0,0,0,1,0,861,544,994,54314,0,0,0,0,73119,0,0,0,64629.6,39906.5,280,2862.314705418584,0.0,0.4102900750830838,0.5470534334441116,1.1544715447154472
304769.0027,2022,골목상권,2110981,국악고교사거리,1,0,0,0,0,0,1,0,2118,907,361,107065,0,0,0,0,67409,0,0,0,63300.4,59493.0,608,2862.835997827471,0.0,0.5933925736919403,0.29669628684597016,0.1704438149197356
120798.4212,2022,골목상권,2110977,논현로18길,1,0,0,0,0,0,1,0,691,340,148,36553,0,0,0,0,17287,0,0,0,22991.2,19819.0,126,2862.6288758348683,0.0,1.735408110140568,0.0,0.2141823444283647
61489.21612,2022,골목상권,2110982,강남구보훈회관,1,0,0,0,0,0,1,0,827,406,166,60927,0,0,0,0,19865,0,0,0,29047.2,29909.0,206,2862.926647152642,0.0,1.5101938082053863,0.5033979360684622,0.2007255139056832
406639.237,2022,골목상권,2110971,선정릉역 4번,1,0,0,0,0,0,1,0,3870,2549,1542,169218,0,1,0,0,133221,0,0,0,101191.8,84309.0,1728,2862.3855378776016,0.0,0.5254426854625022,0.07506324078035745,0.3984496124031008
108809.4945,2022,골목상권,2110994,개포고등학교,1,0,0,0,0,0,1,0,1777,797,494,132095,1,0,0,0,61589,0,0,0,70121.0,64280.0,360,2861.664121088339,0.0,0.48709996915033527,2.922599814902012,0.2779966235227912
71077.25275,2022,골목상권,2110983,국립국악고등학교,1,0,0,0,0,0,1,0,2703,1231,783,120061,1,0,0,0,56041,100,0,0,66689.2,63065.5,626,2862.1569277775875,0.17844078442568834,0.535322353277065,0.535322353277065,0.28967813540510545
75271.89377,2022,골목상권,2110980,개포지구대옆,1,0,0,0,0,0,1,0,2629,1125,663,181443,0,0,0,0,85827,0,0,0,96253.8,87869.5,697,2862.3432999467896,0.0,0.3495403544339194,0.11651345147797314,0.2521871434005325
27994.36232,2022,골목상권,2110958,역삼역 4번,1,0,0,0,0,0,0,1,861,544,994,55057,0,0,0,0,73119,0,0,0,66731.2,39986.5,280,2862.563774345108,0.0,0.4102900750830838,0.5470534334441116,1.1544715447154472
424754.6491,2022,골목상권,2110971,선정릉역 4번,1,0,0,0,0,0,0,1,3870,2549,1542,168473,0,1,0,0,133221,0,0,0,102233.2,83171.0,1728,2863.0851701020974,0.0,0.5254426854625022,0.07506324078035745,0.3984496124031008
108106.5399,2022,골목상권,2110994,개포고등학교,1,0,0,0,0,0,0,1,1777,797,494,132906,1,0,0,0,61589,0,0,0,68296.6,64577.5,360,2862.364043616663,0.0,0.48709996915033527,2.922599814902012,0.2779966235227912
24812.56159,2022,골목상권,2110995,봉은사역 4번,1,0,0,0,0,0,0,1,2802,1097,5085,135523,0,0,0,0,122756,1,0,0,73344.4,71410.5,893,2862.857140730197,0.0814624132425299,0.2443872397275897,0.4073120662126494,1.8147751605995717
0.0,2022,골목상권,2111002,한국교통안전공단 강남자동차검사소,1,0,0,0,0,0,0,1,317,0,317,0,0,0,0,0,59240,631,0,0,152.4,183.0,0,2862.696915477388,0.16880486158001348,0.5064145847400405,0.8440243079000675,1.0
109099.3207,2022,골목상권,2110974,언주중학교,1,0,0,0,0,0,0,1,1513,796,292,163549,0,0,0,0,35150,0,0,0,93412.4,79380.5,572,2862.696915477388,0.0,1.7069701280227596,0.5689900426742532,0.19299405155320556
780426.3007,2022,골목상권,2110957,언북중학교,1,0,0,0,0,0,0,1,1761,1088,1251,172405,0,0,0,0,94815,0,0,0,153791.6,95044.5,532,2862.4135048243297,0.0,0.31640563202024996,0.7382798080472499,0.7103918228279387
121584.0725,2022,골목상권,2110985,청담근린공원,1,0,0,0,0,0,0,1,956,480,1338,32865,0,0,0,0,43265,0,0,0,29528.6,24506.0,246,2863.0723241958876,0.0,0.6934011325551832,0.23113371085172774,1.399581589958159
197738.8152,2022,골목상권,2110952,논현목련공원,1,0,0,0,0,0,0,1,868,571,117,52185,0,0,0,0,21629,0,0,0,26350.6,25027.5,258,2863.374718357727,0.0,1.387026677146424,0.9246844514309492,0.1347926267281106
225568.269,2022,골목상권,2110965,언주역 6번,1,0,0,0,0,0,0,1,2245,1500,1139,165419,0,0,0,2,65107,0,0,0,129345.6,100160.5,706,2863.5731317622717,0.0,0.6143732624756171,0.30718663123780854,0.5073496659242762
45456.42029,2022,골목상권,2110996,대치2동주민센터,1,0,0,0,0,0,0,1,1430,682,1959,177964,2,0,0,0,112840,0,0,0,123772.8,126785.0,240,2863.5099103320613,0.08862105636299185,0.26586316908897556,0.7089684509039348,1.3699300699300698
