매출,기준_년_코드,상권_구분_코드_명,상권_코드,상권_코드_명,총 상주인구 수,총 가구 수,총_직장인구_수,시간대_생활인구_수,관공서_수,은행_수,백화점_수,숙박_시설_수,area,시간대_버스_승하차승객수,시간대_지하철_승하차승객수,지하철역_수,평일_생활인구_평균,주말_생활인구_평균,상권내_총_아파트_세대_수,배후지_총_아파트_세대_수,면적당_버스정류장_수,면적당_점포_수,면적당_집객시설_수,직장인구/상주인구,시간대_디코딩,분기_디코딩
56082.13919,2020,골목상권,2110954,국기원,497,335,636,69587,0,0,0,2,39798,0,0,0,78936.8,72891.0,34,2860.4184303975453,0.0,0.7538067239559777,0.7538067239559777,1.2796780684104627,2,1
145577.4484,2020,골목상권,2110955,논현초등학교,7080,4369,3430,617360,0,0,0,2,190912,0,0,0,412995.0,387342.5,1958,2861.2929819856035,0.0,1.5714046262152197,0.5238015420717398,0.4844632768361582,2,1
178317.7784,2020,골목상권,2110957,언북중학교,1816,1116,1251,204757,0,0,0,3,94815,0,0,0,155200.2,100676.0,532,2860.398824847124,0.0,0.6328112640404999,0.8437483520539999,0.6888766519823789,2,1
177742.6484,2020,골목상권,2110958,역삼역 4번,858,528,994,99564,0,0,0,2,73119,0,0,0,78058.2,43665.5,290,2861.047829335037,0.0,0.4102900750830838,1.2308702252492512,1.1585081585081585,2,1
70482.10623,2020,골목상권,2110959,신구중학교,365,166,271,23950,0,0,0,0,35959,0,0,0,18472.0,14550.0,82,2861.5752123488573,0.0,0.8342834895297423,2.2247559720793126,0.7424657534246575,2,1
111576.7253,2020,골목상권,2110960,은광여고,719,417,1522,25968,0,0,0,1,25543,0,0,0,17848.4,15351.0,239,2862.4382203141768,0.0,1.1744900755588614,1.5659867674118155,2.1168289290681503,2,1
151925.6447,2020,골목상권,2110961,언주역 3번,2169,1298,962,160633,1,0,0,1,63031,0,0,0,120047.0,91289.0,612,2862.793708796893,0.0,0.9519125509669843,0.4759562754834922,0.4435223605348086,2,1
77684.63736,2020,골목상권,2110963,역삼월드메르디앙아파트,1724,847,780,93700,0,0,0,1,40391,0,0,0,62384.6,56115.0,543,2862.683755939844,0.0,0.7427397192443861,0.2475799064147953,0.4524361948955916,2,1
98670.78336,2020,골목상권,2110965,언주역 6번,2309,1512,1139,173478,0,0,0,2,65107,0,0,0,122421.4,96468.0,694,2862.4506231686746,0.0,1.0751532093323295,0.3071866312378085,0.4932871372888696,2,1
118041.9158,2020,골목상권,2110966,논현2동주민센터,2887,1539,1637,432849,0,0,0,2,93544,0,0,0,341298.6,237948.5,843,2862.4180570920453,0.0,0.641409390233473,0.9621140853502096,0.5670245930031175,2,1
174249.149,2020,골목상권,2110967,역삼역 8번,1307,877,377,138267,0,0,0,3,68671,0,0,0,100603.2,73712.5,379,2862.5654111787326,0.0,1.310596904078869,1.019353147616898,0.2884468247895945,2,1
275537.3004,2020,골목상권,2110971,선정릉역 4번,3836,2425,1542,183373,1,1,0,4,133221,0,0,0,127388.6,101139.0,1637,2862.7480668218423,0.0,0.675569167023217,0.5254426854625022,0.4019812304483837,2,1
75018.52747,2020,골목상권,2110972,강남세브란스병원미래의학연구센터,1995,1013,2628,51264,0,0,0,0,46603,0,0,0,33195.6,30721.0,630,2862.0891729855325,0.0,0.6437353818423708,0.429156921228247,1.3172932330827067,2,1
146916.4267,2020,골목상권,2110974,언주중학교,1479,770,292,158102,0,0,0,0,35150,0,0,0,106913.6,95530.0,535,2861.8276013325417,0.0,1.7069701280227596,0.5689900426742532,0.1974306964164976,2,1
256958.6227,2020,골목상권,2110975,매봉역 1번,944,361,10837,61617,0,0,0,0,52363,119265,578298,1,41178.2,39197.5,250,2861.566335827289,0.5729236292802169,1.1458472585604338,2.100719974027462,11.479872881355933,2,1
80956.92125,2020,골목상권,2110976,언북초등학교,2011,1046,578,156744,0,0,0,0,55724,0,0,0,112431.6,100433.0,476,2861.9206336447974,0.0,1.076735338453808,0.3589117794846027,0.2874191944306315,2,1
56870.04151,2020,골목상권,2110977,논현로18길,707,335,148,26947,0,0,0,0,17287,0,0,0,19525.2,16803.5,108,2861.926819645478,0.0,5.206224330421704,0.0,0.2093352192362093,2,1
90838.10623,2020,골목상권,2110980,개포지구대옆,2707,1114,663,133943,0,0,0,0,85827,0,0,0,94194.0,83731.0,679,2862.32106791233,0.0,0.3495403544339194,0.2330269029559462,0.2449205762837089,2,1
158394.188,2020,골목상권,2110981,국악고교사거리,2105,876,361,108868,0,0,0,0,67409,22854,0,0,75600.8,73144.5,543,2862.564982119591,0.5933925736919403,1.3351332908068656,1.0384370039608954,0.1714964370546318,2,1
390314.6117,2020,골목상권,2110983,국립국악고등학교,2836,1257,783,110491,1,0,0,0,56041,0,0,0,76496.4,73060.0,602,2862.4814684305857,0.0,0.535322353277065,0.7137631377027533,0.2760930888575458,2,1
101412.8407,2020,골목상권,2110984,포이초등학교(개포목련어린이공원),4522,1948,1556,223397,0,0,0,1,137097,4325,0,0,138894.4,135025.0,1079,2862.732911825457,0.0729410563323778,0.8752926759885337,1.0211747886532894,0.3440955329500221,2,1
158691.7729,2020,골목상권,2110985,청담근린공원,980,472,1338,67524,0,0,0,0,43265,0,0,0,47036.8,41559.5,239,2862.794160959713,0.0,0.6934011325551832,0.2311337108517277,1.3653061224489795,2,1
104375.3333,2020,골목상권,2110988,청담역 3번,1340,480,1594,44211,0,0,0,0,79185,0,1209491,1,28663.2,27452.5,345,2863.0900955206416,0.0,0.3788596325061564,0.6314327208435941,1.18955223880597,2,1
74658.58364,2020,골목상권,2110989,대치동아우편취급국,1575,908,444,127283,2,0,0,3,40587,0,0,0,96225.0,75905.0,671,2863.471144482301,0.0,2.217458792224112,1.7246901717298642,0.2819047619047619,2,1
93698.17949,2020,골목상권,2110992,도곡초등학교,8040,3724,2179,375913,2,0,0,1,138866,0,0,0,259506.8,275067.0,1927,2862.843644956796,0.0,1.2962136160039175,0.5760949404461855,0.2710199004975124,2,1
61278.80769,2020,골목상권,2110994,개포고등학교,1706,744,494,123171,1,0,0,4,61589,0,0,0,83572.4,84549.0,321,2861.3817227532127,0.0,0.9741999383006704,2.7602331585185667,0.2895662368112544,2,1
67821.78022,2020,골목상권,2110995,봉은사역 4번,2888,1115,5085,126639,0,0,0,0,122756,11509,0,0,81447.0,76941.5,893,2861.615711858832,0.0814624132425299,0.2443872397275897,0.5702368926977093,1.7607340720221607,2,1
83932.02564,2020,골목상권,2110996,대치2동주민센터,1545,729,1959,144724,1,0,0,0,112840,24415,0,0,107049.8,98040.0,727,2861.266050047828,0.0886210563629918,0.2658631690889755,0.3544842254519674,1.2679611650485436,2,1
192105.5462,2020,골목상권,2110997,대청초등학교,7401,3439,1724,569493,0,2,0,6,236963,173689,0,0,388234.2,378576.5,739,2860.432412423469,0.5486088545469123,1.0128163468558382,2.1522347370686563,0.2329414943926496,2,1
243296.8791,2020,골목상권,2110999,윗방죽마을공원,3125,2339,268,24463,0,1,0,0,239796,25219,0,0,16159.4,17144.0,17,2860.212442445204,0.1668084538524412,0.2502126807786619,0.1668084538524412,0.08576,2,1
3234.739927,2020,골목상권,2111000,대왕초등학교(세곡동사거리서남측),458,199,39,11443,0,0,0,0,52892,3393,0,0,9192.2,8739.5,0,2860.4505073052555,0.1890645088104061,0.5671935264312183,0.9453225440520304,0.0851528384279476,2,1
79449.35531,2020,골목상권,2111002,한국교통안전공단 강남자동차검사소,317,0,317,12,0,0,0,0,59240,5557,0,0,10.8,78.0,0,2861.262883137472,0.1688048615800134,0.5064145847400405,0.5064145847400405,1.0,2,1
248858.6227,2020,골목상권,2110949,한남IC,618,300,1683,73635,0,0,0,0,62126,0,0,0,59781.2,51582.0,112,2861.262883137472,0.0,0.965779222869652,0.3219264076232173,2.7233009708737863,2,2
64742.663,2020,골목상권,2110951,신사은행나무공원,1039,580,273,111045,0,0,0,1,29000,0,0,0,87944.8,70970.0,161,2861.459428053816,0.0,1.0344827586206895,0.6896551724137931,0.2627526467757459,2,2
118597.7949,2020,골목상권,2110952,논현목련공원,879,583,117,53357,0,0,0,0,21629,0,0,0,35001.8,34551.5,257,2862.175739462044,0.0,1.387026677146424,0.9246844514309492,0.1331058020477815,2,2
49690.06227,2020,골목상권,2110954,국기원,497,335,636,62827,0,0,0,2,39798,0,0,0,65280.6,60065.5,34,2862.4240509993256,0.0,0.7538067239559777,0.7538067239559777,1.2796780684104627,2,2
140183.4454,2020,골목상권,2110955,논현초등학교,7080,4369,3430,595522,0,0,0,2,190912,0,0,0,396475.0,366748.5,1958,2863.299071327133,0.0,1.5714046262152197,0.5238015420717398,0.4844632768361582,2,2
183000.7747,2020,골목상권,2110957,언북중학교,1816,1116,1251,205141,0,0,0,3,94815,0,0,0,156722.4,100815.5,532,2862.406116114256,0.0,0.6328112640404999,0.8437483520539999,0.6888766519823789,2,2
187140.3223,2020,골목상권,2110958,역삼역 4번,858,528,994,94131,0,0,0,2,73119,0,0,0,72654.2,42943.5,290,2863.0556835059315,0.0,0.4102900750830838,1.2308702252492512,1.1585081585081585,2,2
78996.29304,2020,골목상권,2110959,신구중학교,365,166,271,25303,0,0,0,0,35959,0,0,0,19822.6,14757.5,82,2863.5836800593947,0.0,0.8342834895297423,2.2247559720793126,0.7424657534246575,2,2
174626.3077,2020,골목상권,2110960,은광여고,719,417,1522,24511,0,0,0,1,25543,0,0,0,16437.8,14330.5,239,2864.4471627282965,0.0,1.1744900755588614,1.5659867674118155,2.1168289290681503,2,2
160541.7308,2020,골목상권,2110961,언주역 3번,2169,1298,962,158593,1,0,0,1,63031,0,0,0,119568.4,88421.5,612,2864.803336438503,0.0,0.9519125509669843,0.4759562754834922,0.4435223605348086,2,2
80810.79487,2020,골목상권,2110963,역삼월드메르디앙아파트,1724,847,780,93088,0,0,0,1,40391,0,0,0,62226.4,55935.0,543,2864.694261981991,0.0,0.7427397192443861,0.2475799064147953,0.4524361948955916,2,2
121864.3114,2020,골목상권,2110965,언주역 6번,2309,1512,1139,183111,0,0,0,2,65107,0,0,0,127942.4,98625.5,694,2864.462059023841,0.0,0.9215598937134256,0.3071866312378085,0.4932871372888696,2,2
106988.9753,2020,골목상권,2110966,논현2동주민센터,2887,1539,1637,346386,0,0,0,2,93544,0,0,0,268883.2,189737.0,843,2864.430340026337,0.0,0.4276062601556487,0.9621140853502096,0.5670245930031175,2,2
176061.5031,2020,골목상권,2110967,역삼역 8번,1307,877,377,139994,0,0,0,3,68671,0,0,0,99930.2,71507.5,379,2864.578466980347,0.0,1.310596904078869,1.019353147616898,0.2884468247895945,2,2
274731.0928,2020,골목상권,2110971,선정릉역 4번,3836,2425,1542,188724,1,1,0,4,133221,0,0,0,129777.4,105131.5,1637,2864.761881181333,0.0,0.675569167023217,0.5254426854625022,0.4019812304483837,2,2
78600.71795,2020,골목상권,2110972,강남세브란스병원미래의학연구센터,1995,1013,2628,51933,0,0,0,0,46603,0,0,0,33722.4,30993.0,630,2864.1040949737835,0.0,0.6437353818423708,0.429156921228247,1.3172932330827067,2,2
128076.3553,2020,골목상권,2110974,언주중학교,1479,770,292,158038,0,0,0,0,35150,0,0,0,105949.0,95156.5,535,2863.8434667495703,0.0,1.7069701280227596,0.5689900426742532,0.1974306964164976,2,2
267911.3608,2020,골목상권,2110975,매봉역 1번,944,361,10837,61079,0,0,0,0,52363,115765,558812,1,40955.8,39348.0,250,2863.5831449372,0.5729236292802169,1.1458472585604338,2.100719974027462,11.479872881355933,2,2
86183.19048,2020,골목상권,2110976,언북초등학교,2011,1046,578,163332,0,0,0,0,55724,0,0,0,118187.8,105511.0,476,2863.9381317357647,0.0,1.076735338453808,0.3589117794846027,0.2874191944306315,2,2
66479.91941,2020,골목상권,2110977,논현로18길,707,335,148,28175,0,0,0,0,17287,0,0,0,20432.0,17445.0,108,2863.945151268187,0.0,5.206224330421704,0.0,0.2093352192362093,2,2
83424.40659,2020,골목상권,2110980,개포지구대옆,2707,1114,663,110004,0,0,0,0,85827,0,0,0,77960.2,67762.5,679,2864.3400725907177,0.0,0.3495403544339194,0.2330269029559462,0.2449205762837089,2,2
176357.7534,2020,골목상권,2110981,국악고교사거리,2105,876,361,107727,0,0,0,0,67409,22151,0,0,76077.0,72953.5,543,2864.584722434312,0.5933925736919403,1.3351332908068656,1.0384370039608954,0.1714964370546318,2,2
571167.0037,2020,골목상권,2110983,국립국악고등학교,2836,1257,783,88361,1,0,0,0,56041,0,0,0,61956.4,58735.5,602,2864.5020803797884,0.0,0.535322353277065,0.7137631377027533,0.2760930888575458,2,2
106792.4973,2020,골목상권,2110984,포이초등학교(개포목련어린이공원),4522,1948,1556,215219,0,0,0,1,137097,4047,0,0,135608.4,131667.5,1079,2864.754256956821,0.0729410563323778,0.8752926759885337,1.0211747886532894,0.3440955329500221,2,2
195088.5714,2020,골목상권,2110985,청담근린공원,980,472,1338,69137,0,0,0,0,43265,0,0,0,47333.2,41525.0,239,2864.816318397748,0.0,0.6934011325551832,0.2311337108517277,1.3653061224489795,2,2
119257.8059,2020,골목상권,2110988,청담역 3번,1340,480,1594,43018,0,0,0,0,79185,0,1168932,1,27747.0,26977.0,345,2865.112968343209,0.0,0.3788596325061564,0.6314327208435941,1.18955223880597,2,2
82469.98779,2020,골목상권,2110989,대치동아우편취급국,1575,908,444,117606,2,0,0,3,40587,0,0,0,88693.0,71351.0,671,2865.494697712601,0.0,2.217458792224112,1.7246901717298642,0.2819047619047619,2,2
99011.28632,2020,골목상권,2110992,도곡초등학교,8040,3724,2179,354613,2,0,0,1,138866,0,0,0,251094.8,279559.0,1927,2864.868296841367,0.0,1.2962136160039175,0.5760949404461855,0.2710199004975124,2,2
50145.94139,2020,골목상권,2110994,개포고등학교,1706,744,494,131455,1,0,0,4,61589,0,0,0,88556.2,86335.0,321,2863.4078195503776,0.0,0.9741999383006704,2.7602331585185667,0.2895662368112544,2,2
79799.10989,2020,골목상권,2110995,봉은사역 4번,2888,1115,5085,134440,0,0,0,0,122756,10429,0,0,85648.2,86189.5,893,2863.642551344637,0.0814624132425299,0.2443872397275897,0.5702368926977093,1.7607340720221607,2,2
87611.54945,2020,골목상권,2110996,대치2동주민센터,1545,729,1959,145801,1,0,0,0,112840,22010,0,0,106971.2,102566.0,727,2863.293874407773,0.0886210563629918,0.2658631690889755,0.3544842254519674,1.2679611650485436,2,2
216400.0406,2020,골목상권,2110997,대청초등학교,7401,3439,1724,575741,0,2,0,6,236963,167770,0,0,387679.2,372152.5,739,2862.461422635873,0.5486088545469123,0.9706156657368452,2.1522347370686563,0.2329414943926496,2,2
245190.7692,2020,골목상권,2110999,윗방죽마을공원,3125,2339,268,18346,0,1,0,0,239796,25250,0,0,12023.4,13420.0,17,2862.2423846842103,0.1668084538524412,0.2502126807786619,0.1668084538524412,0.08576,2,2
5817.619048,2020,골목상권,2111000,대왕초등학교(세곡동사거리서남측),458,199,39,11215,0,0,0,0,52892,3358,0,0,9000.4,8607.0,0,2862.4811921374567,0.1890645088104061,0.5671935264312183,0.9453225440520304,0.0851528384279476,2,2
84374.91941,2020,골목상권,2111002,한국교통안전공단 강남자동차검사소,317,0,317,12,0,0,0,0,59240,5764,0,0,30.0,102.0,0,2863.294072863581,0.1688048615800134,0.5064145847400405,0.5064145847400405,1.0,2,2
250451.2645,2020,골목상권,2110949,한남IC,618,300,1683,66785,0,0,0,0,62126,0,0,0,53751.8,45365.0,112,2863.294072863581,0.0,0.965779222869652,0.3219264076232173,2.7233009708737863,2,3
75996.42029,2020,골목상권,2110951,신사은행나무공원,1039,580,273,112362,0,0,0,1,29000,0,0,0,88243.0,72550.0,161,2863.4913777819165,0.0,1.0344827586206895,0.6896551724137931,0.2627526467757459,2,3
116806.6739,2020,골목상권,2110952,논현목련공원,879,583,117,47094,0,0,0,0,21629,0,0,0,31289.2,31007.0,257,2864.208234193591,0.0,1.387026677146424,0.9246844514309492,0.1331058020477815,2,3
66972.60145,2020,골목상권,2110954,국기원,497,335,636,66214,0,0,0,2,39798,0,0,0,68773.2,63416.0,34,2864.457284829132,0.0,0.7538067239559777,0.7538067239559777,1.2796780684104627,2,3
173859.346,2020,골목상권,2110955,논현초등학교,7080,4369,3430,618985,0,0,0,2,190912,0,0,0,412457.8,380383.0,1958,2865.332784947122,0.0,1.5190244720080457,0.5238015420717398,0.4844632768361582,2,3
201063.8478,2020,골목상권,2110957,언북중학교,1816,1116,1251,198207,0,0,0,3,94815,0,0,0,149910.0,98264.5,532,2864.4410421074144,0.0,0.6328112640404999,0.8437483520539999,0.6888766519823789,2,3
210226.4565,2020,골목상권,2110958,역삼역 4번,858,528,994,88861,0,0,0,2,73119,0,0,0,68305.8,41353.5,290,2865.0911833841783,0.0,0.4102900750830838,1.2308702252492512,1.1585081585081585,2,3
113515.4094,2020,골목상권,2110959,신구중학교,365,166,271,23904,0,0,0,0,35959,0,0,0,18927.0,14121.5,82,2865.6198044212065,0.0,0.8342834895297423,2.2247559720793126,0.7424657534246575,2,3
179607.2536,2020,골목상권,2110960,은광여고,719,417,1522,23900,0,0,0,1,25543,0,0,0,15853.8,13967.5,239,2866.483772857172,0.0,1.1744900755588614,1.5659867674118155,2.1168289290681503,2,3
168454.9149,2020,골목상권,2110961,언주역 3번,2169,1298,962,171437,1,0,0,1,63031,0,0,0,128248.2,97907.0,612,2866.840642688513,0.0,0.9519125509669843,0.4759562754834922,0.4435223605348086,2,3
106279.8986,2020,골목상권,2110963,역삼월드메르디앙아파트,1724,847,780,92828,0,0,0,1,40391,0,0,0,62460.8,56080.0,543,2866.7324573706533,0.0,0.7427397192443861,0.2475799064147953,0.4524361948955916,2,3
138274.8605,2020,골목상권,2110965,언주역 6번,2309,1512,1139,182006,0,0,0,2,65107,0,0,0,127219.6,99961.0,694,2866.501194925488,0.0,0.9215598937134256,0.3071866312378085,0.4932871372888696,2,3
91165.0625,2020,골목상권,2110966,논현2동주민센터,2887,1539,1637,343584,0,0,0,2,93544,0,0,0,267166.2,188422.0,843,2866.470333780056,0.0,0.4276062601556487,0.9621140853502096,0.5670245930031175,2,3
199584.5423,2020,골목상권,2110967,역삼역 8번,1307,877,377,139051,0,0,0,3,68671,0,0,0,98576.0,72275.5,379,2866.6192444402795,0.0,1.310596904078869,1.019353147616898,0.2884468247895945,2,3
308776.9049,2020,골목상권,2110971,선정릉역 4번,3836,2425,1542,197034,1,1,0,4,133221,0,0,0,134334.8,111264.0,1637,2866.8034280543807,0.0,0.6005059262428596,0.5254426854625022,0.4019812304483837,2,3
80277.59783,2020,골목상권,2110972,강남세브란스병원미래의학연구센터,1995,1013,2628,51239,0,0,0,0,46603,0,0,0,33369.8,30480.5,630,2866.1467600461183,0.0,0.6437353818423708,0.429156921228247,1.3172932330827067,2,3
125248.2047,2020,골목상권,2110974,언주중학교,1479,770,292,161789,0,0,0,0,35150,0,0,0,109115.6,98755.0,535,2865.88708596163,0.0,1.7069701280227596,0.5689900426742532,0.1974306964164976,2,3
342757.2627,2020,골목상권,2110975,매봉역 1번,944,361,10837,61910,0,0,0,0,52363,123164,577027,1,41217.2,39490.5,250,2865.6277185573063,0.5729236292802169,1.1458472585604338,2.100719974027462,11.479872881355933,2,3
104585.3496,2020,골목상권,2110976,언북초등학교,2011,1046,578,174418,0,0,0,0,55724,0,0,0,126370.6,108895.0,476,2865.983405267561,0.0,1.076735338453808,0.3589117794846027,0.2874191944306315,2,3
77558.64976,2020,골목상권,2110977,논현로18길,707,335,148,27855,0,0,0,0,17287,0,0,0,20058.6,17201.0,108,2865.9912691471254,0.0,5.206224330421704,0.0,0.2093352192362093,2,3
88809.12319,2020,골목상권,2110980,개포지구대옆,2707,1114,663,110542,0,0,0,0,85827,0,0,0,77256.6,67897.5,679,2866.386874478173,0.0,0.3495403544339194,0.2330269029559462,0.2449205762837089,2,3
200448.9903,2020,골목상권,2110981,국악고교사거리,2105,876,361,106286,0,0,0,0,67409,23412,0,0,75033.6,72492.0,543,2866.6322708636235,0.5933925736919403,1.3351332908068656,1.0384370039608954,0.1714964370546318,2,3
16023.54348,2020,골목상권,2110982,강남구보훈회관,837,409,166,46893,0,0,0,1,19865,0,0,0,30688.6,32057.0,844,2866.550511240949,0.0,0.5033979360684622,0.5033979360684622,0.1983273596176822,2,3
636412.4601,2020,골목상권,2110983,국립국악고등학교,2836,1257,783,86883,1,0,0,0,56041,0,0,0,60867.0,57733.0,602,2866.048253789101,0.0,0.535322353277065,0.7137631377027533,0.2760930888575458,2,3
119470.1404,2020,골목상권,2110984,포이초등학교(개포목련어린이공원),4522,1948,1556,216263,0,0,0,1,137097,4461,0,0,136647.0,132774.0,1079,2866.3009664045903,0.0729410563323778,0.8752926759885337,1.0211747886532894,0.3440955329500221,2,3
201709.5326,2020,골목상권,2110985,청담근린공원,980,472,1338,66992,0,0,0,0,43265,0,0,0,45843.8,40910.5,239,2866.3636428612613,0.0,0.6934011325551832,0.2311337108517277,1.3653061224489795,2,3
116808.9746,2020,골목상권,2110988,청담역 3번,1340,480,1594,41754,0,0,0,0,79185,0,1156349,1,26772.6,26296.0,345,2866.6608108989008,0.0,0.3788596325061564,0.6314327208435941,1.18955223880597,2,3
83494.99396,2020,골목상권,2110989,대치동아우편취급국,1575,908,444,137612,2,0,0,3,40587,0,0,0,104013.0,83059.0,671,2867.0430233309216,0.0,2.217458792224112,1.7246901717298642,0.2819047619047619,2,3
103191.3194,2020,골목상권,2110992,도곡초등학교,8040,3724,2179,366029,2,0,0,1,138866,0,0,0,263059.2,288035.5,1927,2866.4175233405867,0.0,1.2962136160039175,0.5760949404461855,0.2710199004975124,2,3
52138.63043,2020,골목상권,2110994,개포고등학교,1706,744,494,132327,1,0,0,4,61589,0,0,0,89081.8,85755.5,321,2864.9582928200152,0.0,0.9741999383006704,2.7602331585185667,0.2895662368112544,2,3
92080.78623,2020,골목상권,2110995,봉은사역 4번,2888,1115,5085,126297,0,0,0,0,122756,10916,0,0,80714.2,80878.0,893,2865.193569660455,0.0814624132425299,0.2443872397275897,0.5702368926977093,1.7607340720221607,2,3
128856.7029,2020,골목상권,2110996,대치2동주민센터,1545,729,1959,145819,1,0,0,0,112840,22911,0,0,108410.8,102977.0,727,2864.8456796727414,0.0886210563629918,0.2658631690889755,0.3544842254519674,1.2679611650485436,2,3
234173.2453,2020,골목상권,2110997,대청초등학교,7401,3439,1724,559450,0,2,0,6,236963,167058,0,0,376414.6,361136.5,739,2864.014215579813,0.5486088545469123,0.8862143034988584,2.1522347370686563,0.2329414943926496,2,3
271278.7428,2020,골목상권,2110999,윗방죽마을공원,3125,2339,268,17875,0,1,0,0,239796,26765,0,0,11704.8,12535.0,17,2863.7959116094653,0.1668084538524412,0.2502126807786619,0.1668084538524412,0.08576,2,3
3327.561594,2020,골목상권,2111000,대왕초등학교(세곡동사거리서남측),458,199,39,10338,0,0,0,0,52892,3409,0,0,8372.0,7872.5,0,2864.035263685526,0.1890645088104061,0.5671935264312183,0.9453225440520304,0.0851528384279476,2,3
75827.36232,2020,골목상권,2111002,한국교통안전공단 강남자동차검사소,317,0,317,0,0,0,0,0,59240,5981,0,0,8.4,66.0,0,2864.848451450101,0.1688048615800134,0.5064145847400405,0.5064145847400405,1.0,2,3
251115.9475,2020,골목상권,2110949,한남IC,564,281,1683,60613,0,0,0,0,62126,0,0,0,48256.0,40918.5,112,2864.848451450101,0.0,0.965779222869652,0.482889611434826,2.984042553191489,2,4
59570.66667,2020,골목상권,2110951,신사은행나무공원,979,574,273,112808,0,0,0,0,29000,0,0,0,87944.0,72718.5,161,2865.03845080888,0.0,1.0344827586206895,0.3448275862068966,0.278855975485189,2,4
110403.3551,2020,골목상권,2110952,논현목련공원,868,571,117,37263,0,0,0,0,21629,0,0,0,24291.8,24552.5,257,2865.7602058609746,0.0,1.387026677146424,0.9246844514309492,0.1347926267281106,2,4
64305.32971,2020,골목상권,2110954,국기원,448,303,636,58259,0,0,0,2,39798,0,0,0,58139.8,54275.0,34,2865.9857794451823,0.0,0.7538067239559777,0.7538067239559777,1.4196428571428572,2,4
155412.5941,2020,골목상권,2110955,논현초등학교,7089,4515,3430,604920,0,0,0,0,190912,0,0,0,402306.8,377699.0,2056,2866.869003370418,0.0,1.5190244720080457,0.6285618504860878,0.4838482155452109,2,4
205932.1286,2020,골목상권,2110957,언북중학교,1761,1088,1251,192760,0,0,0,0,94815,0,0,0,143751.8,96399.5,529,2865.8867545105304,0.0,0.6328112640404999,0.7382798080472499,0.7103918228279387,2,4
201441.9022,2020,골목상권,2110958,역삼역 4번,861,544,994,79337,0,0,0,0,73119,0,0,0,60105.6,37095.0,290,2866.547577183205,0.0,0.4102900750830838,0.5470534334441116,1.1544715447154472,2,4
98552.88043,2020,골목상권,2110959,신구중학교,361,170,271,22075,0,0,0,0,35959,0,0,0,17144.6,13136.0,82,2867.067058581625,0.0,0.8342834895297423,0.8342834895297423,0.7506925207756233,2,4
178015.0833,2020,골목상권,2110960,은광여고,727,422,1522,23031,0,0,0,0,25543,0,0,0,15250.6,13496.5,239,2867.9304403864207,0.0,1.1744900755588614,1.1744900755588614,2.09353507565337,2,4
119155.4348,2020,골목상권,2110961,언주역 3번,2163,1335,962,168967,1,0,0,0,63031,0,0,0,126002.6,98031.5,668,2868.252150713703,0.0,1.1105646427948153,0.1586520918278307,0.4447526583448913,2,4
107759.6341,2020,골목상권,2110963,역삼월드메르디앙아파트,1684,860,780,89248,0,0,0,1,40391,0,0,0,60664.6,54909.5,596,2868.104014958305,0.0,0.7427397192443861,0.2475799064147953,0.4631828978622327,2,4
137413.9167,2020,골목상권,2110965,언주역 6번,2245,1500,1139,180123,0,0,0,2,65107,0,0,0,125045.8,100568.5,706,2867.809234012117,0.0,0.9215598937134256,0.3071866312378085,0.5073496659242762,2,4
63810.67391,2020,골목상권,2110966,논현2동주민센터,2864,1577,1637,339371,0,0,0,0,93544,0,0,0,261039.0,187422.5,842,2867.749527690797,0.0,0.641409390233473,0.5345078251945609,0.5715782122905028,2,4
170727.843,2020,골목상권,2110967,역삼역 8번,1279,864,377,134762,0,0,0,0,68671,0,0,0,94742.2,69596.5,393,2867.8993204558874,0.0,1.310596904078869,0.4368656346929562,0.2947615324472244,2,4
263313.9722,2020,골목상권,2110971,선정릉역 4번,3870,2549,1542,193406,0,1,0,0,133221,0,0,0,131744.8,111778.5,1663,2868.054558269741,0.0,0.675569167023217,0.0750632407803574,0.3984496124031008,2,4
71641.66667,2020,골목상권,2110972,강남세브란스병원미래의학연구센터,1921,1003,2628,56146,0,0,0,0,46603,0,0,0,36348.2,32533.0,624,2867.360999080618,0.0,0.6437353818423708,0.429156921228247,1.3680374804789173,2,4
117206.3877,2020,골목상권,2110974,언주중학교,1513,796,292,152673,0,0,0,0,35150,0,0,0,101708.4,94135.5,542,2867.0667386247505,0.0,1.7069701280227596,0.5689900426742532,0.1929940515532055,2,4
277624.1214,2020,골목상권,2110975,매봉역 1번,890,353,10837,59788,0,0,0,0,52363,117787,581660,1,39603.6,37968.0,250,2866.7922320983016,0.5729236292802169,1.1458472585604338,2.291694517120868,12.176404494382025,2,4
114917.5217,2020,골목상권,2110976,언북초등학교,2022,1080,578,160777,1,0,0,0,55724,0,0,0,114801.2,101734.5,528,2867.1465974118,0.0,1.076735338453808,0.3589117794846027,0.2858555885262117,2,4
68551.82488,2020,골목상권,2110977,논현로18길,691,340,148,24304,0,0,0,0,17287,0,0,0,17884.0,14711.5,119,2867.128438652964,0.0,5.206224330421704,0.0,0.2141823444283647,2,4
83640.22101,2020,골목상권,2110980,개포지구대옆,2629,1125,663,118670,0,0,0,0,85827,0,0,0,84460.8,76034.0,701,2867.457684383256,0.0,0.3495403544339194,0.1165134514779731,0.2521871434005325,2,4
